kod_orp;naz_orp;nuts3;naz_kraj;kod_obec;pocet_obci;geom4326
5206;Jaroměř;CZ052;Královéhradecký;574121;15;MULTIPOLYGON(((15.9340467117541 50.435162677531,15.938256130398 50.4318339904873,15.9778656141871 50.4233253625889,16.0008029213041 50.4161337312283,16.0134144393847 50.4021946772745,16.0181980598978 50.3927881731908,16.0156805906096 50.3725241227878,16.0032945639224 50.3548040053437,16.0003379821005 50.352331237688,16.0221988142231 50.341234159056,16.0322237047031 50.3376411822666,16.0345234695323 50.3373721241041,16.0467261723075 50.3389362412328,16.0431114105941 50.332696583748,16.0334284212504 50.3270148515933,16.0270784365385 50.321997159014,16.024903690835 50.3180205047871,16.0206921451807 50.3129828543531,16.0194791473237 50.3106794810601,16.0193620870692 50.3066940509531,16.0161188228094 50.3028727728384,16.0099649310799 50.3018888162746,16.0008843744691 50.3027713904292,15.9849386231098 50.3030466173691,15.9740031356801 50.3029942570417,15.9703779502417 50.3022938808185,15.9652468347913 50.3075468043988,15.9600390124994 50.3094637891696,15.9576344986842 50.3092218782357,15.9538084209188 50.3072085950284,15.952154086829 50.3028246725331,15.9499874116223 50.3013852531969,15.9440678049112 50.3003489238018,15.90186735084 50.2997121861413,15.8842661344179 50.3028517659286,15.8814274452796 50.3080493562574,15.8854731343899 50.315153149198,15.8866746680961 50.3193734007467,15.8854996167729 50.3286274590489,15.8818566010299 50.3271033073832,15.8798977345465 50.327093237761,15.8758446517204 50.3277795395183,15.8762811892352 50.3296499899501,15.8742165882947 50.3303637270164,15.8681258915153 50.3318835816537,15.8642696775749 50.3319452098718,15.8533362358953 50.326737640185,15.8333818288192 50.3377178425921,15.8072511248544 50.3417869565279,15.7990654343247 50.3467520184871,15.7926680054067 50.3553321123512,15.792304344118 50.358339736348,15.8107800575566 50.3609157126303,15.835684664817 50.3610368840788,15.8545244294058 50.3693968603421,15.8618884183045 50.3783766974581,15.8850530698746 50.3850303425737,15.8887060803629 50.389108991934,15.8887122007413 50.3943593013255,15.8963418860289 50.406952729748,15.899035392361 50.4076739807882,15.9059872326046 50.4064179497957,15.9091769231148 50.4037272586464,15.9186709608549 50.3984707552074,15.9291280793671 50.3956942030233,15.9458486520383 50.4015285091099,15.9495964307477 50.4040613237446,15.9517554061766 50.4070520528685,15.9448370376339 50.4073834018332,15.9329596181416 50.4208081579523,15.9299986369269 50.4343844938792,15.93049332416 50.4362929802316,15.9340467117541 50.435162677531)))
5211;Nové Město nad Metují;CZ052;Královéhradecký;574279;13;MULTIPOLYGON(((16.0643895521575 50.4090213329315,16.073743162349 50.4062556953429,16.0896180227791 50.4001623577423,16.0974507445988 50.3931603989228,16.1048358774617 50.3914658976635,16.1149761784004 50.392907668462,16.1183206561767 50.3954262811823,16.1294510624392 50.399771793266,16.1368761515735 50.3994587837559,16.1397712907099 50.397659277268,16.1479079089066 50.3879094334627,16.1550477535154 50.3816230606201,16.1569315391561 50.3810784868223,16.1597661310956 50.3810701996278,16.1603313921081 50.3819374047514,16.20231228326 50.380350091595,16.2217120654337 50.3724054625672,16.2280258442573 50.3598508504205,16.22591806384 50.3594377074745,16.2142208774779 50.3467357531259,16.2182024634183 50.3405607833686,16.1621187793107 50.3236661996013,16.1568225077443 50.3240817863307,16.1505985383819 50.3278298219534,16.1480186668475 50.3284818707736,16.1275958443328 50.320017473053,16.1257229626206 50.3154075186227,16.1287878799356 50.3128155184547,16.1281440831217 50.303914712726,16.1208700418617 50.2994267491022,16.116296123325 50.2982352576275,16.1108477772129 50.2977617658961,16.0865067002352 50.3013148446906,16.0763295594919 50.296945968615,16.072510602896 50.2924346517544,16.0673670215433 50.2901668579168,16.0606019243792 50.2924116974722,16.0383575387784 50.313563643723,16.024903690835 50.3180205047871,16.0270784365385 50.321997159014,16.0334284212504 50.3270148515933,16.0431114105941 50.332696583748,16.0467261723075 50.3389362412328,16.0436762730912 50.3473040683284,16.0450724132646 50.3540163132971,16.0848872016995 50.3737533467884,16.0510543390919 50.3817675275631,16.0572315918161 50.3842009604888,16.0660789447796 50.3862773862374,16.0777085760592 50.3872501266319,16.0742777548481 50.3966245600587,16.0612780421778 50.4061936461677,16.061272872469 50.4101450396428,16.0643895521575 50.4090213329315)))
5201;Broumov;CZ052;Královéhradecký;573922;14;MULTIPOLYGON(((16.1040987514261 50.663111116327,16.1056417957374 50.6620151200701,16.1117128325675 50.6604180601812,16.1483585861706 50.6532996010504,16.1712942107895 50.6441613782752,16.1769479138958 50.6396219249489,16.1790469700418 50.6343221432541,16.1790609719799 50.6287232049076,16.1838872963988 50.6273179946597,16.1875426738627 50.6272374730232,16.2172558278266 50.633231740675,16.2205201747653 50.6364692442355,16.2211564106122 50.6457888271589,16.2269807175674 50.6621073051113,16.2307317469533 50.6684252670651,16.2349094734691 50.6716668095048,16.2800575053203 50.6664715574266,16.2828119391465 50.6607177161724,16.3049316665841 50.6590377932108,16.3127405589278 50.6623226254305,16.3137430874219 50.6643879832354,16.3221539067371 50.6665996546038,16.336545638594 50.6625443223144,16.3730368296148 50.6371285648635,16.3862981155923 50.6248260734305,16.3944668369473 50.6187100054154,16.4225548395225 50.6066854717067,16.4318032152331 50.5985728816969,16.4434701651768 50.5862420674321,16.444912914766 50.5795683611,16.4267016340876 50.5709263877963,16.418854301031 50.5686653876269,16.4105817498869 50.5565227667748,16.410872127357 50.5479616552911,16.3974119014928 50.5351019958687,16.4017453650973 50.5299089313519,16.3997355519826 50.5273311232267,16.3698567337778 50.5111959426693,16.3652797978806 50.5051910070414,16.360286702224 50.5012748126796,16.3458694908184 50.4957138771231,16.3439612508073 50.4956617457017,16.3206733879615 50.5076039131356,16.3150128656591 50.5219935400387,16.2994371070383 50.5472467661865,16.296349363794 50.5500061601407,16.271504141877 50.5657598747767,16.2671020674304 50.5669908595754,16.2464656135678 50.585579291924,16.2351011486979 50.5977380867299,16.2224811975444 50.6006925508983,16.2192919832838 50.5895956228953,16.2045806624106 50.5792553768514,16.1929019631915 50.5641708732022,16.1914850567011 50.5605463156624,16.1936524546899 50.553228480873,16.1741780612186 50.5550340089496,16.1474254463372 50.5671000655568,16.1374394843646 50.5559116545505,16.1250151445485 50.5714462307923,16.1211282571288 50.5732746093529,16.1190784710591 50.5752583891646,16.1153499718578 50.5817119312685,16.120027981859 50.5986178651396,16.1137753634929 50.6039149162833,16.0906461581577 50.6106553094481,16.0752601330738 50.6134645722131,16.0654751811188 50.6110446859244,16.0640034260948 50.602481532328,16.0700089461465 50.5938234338749,16.0580776000153 50.5917381416808,16.0554866675428 50.6031493293438,16.0560838842621 50.6097053345085,16.0623960472553 50.6316873133749,16.0668432853065 50.637810057272,16.0701349648944 50.6402091965172,16.0760429508358 50.6424168249258,16.0954018670696 50.6532310735062,16.1040987514261 50.663111116327)))
5202;Dobruška;CZ052;Královéhradecký;576271;26;MULTIPOLYGON(((16.3091054286665 50.3830596664649,16.3169632904635 50.3801720562836,16.3468424678756 50.3800512679517,16.3485239584505 50.3806764610395,16.3606230858813 50.3795618926476,16.3631609917176 50.3772895095932,16.3680152921092 50.3669658785599,16.3658619836713 50.3573317239182,16.3611395033423 50.3536715668,16.3621501575226 50.3497555866237,16.3646549003335 50.3469298737764,16.3752062753504 50.3422830351037,16.3831705607005 50.3288109408049,16.3892557328141 50.3244903807848,16.3992637890272 50.3191906767633,16.4053373770777 50.3201456458578,16.4071160214971 50.3216991974214,16.4094114229209 50.3207129998613,16.4107338581481 50.3177290552697,16.4100873410328 50.3085839204433,16.3931759738872 50.2971552616984,16.3794405574093 50.2809752278513,16.3563731824954 50.281737789321,16.351372696136 50.2790386404563,16.3521716163581 50.2745668900492,16.3514050768621 50.2729580881952,16.3458448845582 50.2709301352729,16.3275673836318 50.2688859043028,16.3247328884196 50.270629944919,16.3240916870019 50.2720256268857,16.3259650927642 50.2757371410612,16.3176016483703 50.2797520272476,16.2946773043106 50.2668444577828,16.2971054258526 50.2576103868697,16.2982455904299 50.2566147247433,16.2916083942359 50.2488772121593,16.2776790737048 50.248436500956,16.26448805065 50.2549738431365,16.2496506900726 50.2585280879535,16.2293873424999 50.2561102384453,16.2270906513894 50.2535184622147,16.2172729060464 50.2518447886475,16.2083606973095 50.2535933337802,16.193604628239 50.2552528033316,16.179847345068 50.2470767302867,16.186587940535 50.2420538841365,16.1807754527709 50.2248543217611,16.1663476344115 50.2161852147194,16.1625306004563 50.2152117511516,16.1501014464993 50.2177782554022,16.1468474314652 50.2218553221254,16.1385536133145 50.2268696721911,16.1234874495844 50.2294055016857,16.1178742506287 50.2273799200278,16.1144254429528 50.2251851867364,16.1146126077983 50.2154750399361,16.1135451834015 50.2094210413277,16.0966491170589 50.2124397482277,16.0950765628848 50.220636461544,16.0724141412154 50.2283378234341,16.0634913606804 50.2282227299145,16.0360588318018 50.2407219491203,16.0211818201564 50.2517094938179,16.020651134198 50.2618038061704,15.9961094205268 50.2672633389672,15.9905648306922 50.2707485605391,15.9880272580554 50.2731269971626,15.9703779502417 50.3022938808185,15.9740031356801 50.3029942570417,15.9849386231098 50.3030466173691,16.0008843744691 50.3027713904292,16.0099649310799 50.3018888162746,16.0161188228094 50.3028727728384,16.0193620870692 50.3066940509531,16.0194791473237 50.3106794810601,16.0206921451807 50.3129828543531,16.024903690835 50.3180205047871,16.0383575387784 50.313563643723,16.0606019243792 50.2924116974722,16.0673670215433 50.2901668579168,16.072510602896 50.2924346517544,16.0763295594919 50.296945968615,16.0865067002352 50.3013148446906,16.1108477772129 50.2977617658961,16.116296123325 50.2982352576275,16.1208700418617 50.2994267491022,16.1281440831217 50.303914712726,16.1287878799356 50.3128155184547,16.1257229626206 50.3154075186227,16.1275958443328 50.320017473053,16.1480186668475 50.3284818707736,16.1505985383819 50.3278298219534,16.1568225077443 50.3240817863307,16.1621187793107 50.3236661996013,16.2182024634183 50.3405607833686,16.2142208774779 50.3467357531259,16.22591806384 50.3594377074745,16.2280258442573 50.3598508504205,16.2406638365873 50.3473278089605,16.2497840841106 50.3463129789493,16.2611796647108 50.3470429332968,16.2634854915436 50.3474863003559,16.2829105062399 50.3620825094411,16.2817104331498 50.3670156633906,16.2859012417845 50.3674990512125,16.2929532278311 50.3711788490155,16.2934255893463 50.3739468256313,16.2995150189474 50.3809201609881,16.3023314809926 50.3821688598883,16.3091054286665 50.3830596664649)))
5203;Dvůr Králové nad Labem;CZ052;Královéhradecký;579203;28;MULTIPOLYGON(((15.6115269655979 50.5218202060986,15.6322336709847 50.5227389311966,15.638375772134 50.5154155144221,15.6461027326332 50.5096601676766,15.6490383121462 50.5098013793088,15.6552848154112 50.5120032410164,15.6731314448994 50.5120447129231,15.6966793219242 50.5059773617689,15.709503478068 50.4981361846522,15.7503866301244 50.4953793489661,15.7616638688844 50.4962000542639,15.780480501065 50.4985368898449,15.7804597864817 50.4995814763043,15.7836892454145 50.5015377880679,15.8006661547891 50.5062993376526,15.814374722859 50.5064729974291,15.8348504705431 50.5004911537747,15.8412622921825 50.4915061866274,15.8434720387132 50.4854628183106,15.8402154425541 50.4819248699514,15.8398937476568 50.4809761704398,15.8416171923659 50.4802018287542,15.8777669821024 50.481129395212,15.8888640187379 50.4777568525569,15.8910460018255 50.4764340216143,15.8881845201715 50.4743468233219,15.8882071363489 50.4729923424709,15.8951237755762 50.4606583033817,15.9093044260725 50.4660333045331,15.9393586459852 50.4666864022929,15.9437193523724 50.4652733032688,15.9489982163397 50.4616648365509,15.9382717891737 50.4547908906012,15.9351312609592 50.4436944291953,15.93049332416 50.4362929802316,15.9299986369269 50.4343844938792,15.9329596181416 50.4208081579523,15.9448370376339 50.4073834018332,15.9517554061766 50.4070520528685,15.9495964307477 50.4040613237446,15.9458486520383 50.4015285091099,15.9291280793671 50.3956942030233,15.9186709608549 50.3984707552074,15.9091769231148 50.4037272586464,15.9059872326046 50.4064179497957,15.899035392361 50.4076739807882,15.8963418860289 50.406952729748,15.8887122007413 50.3943593013255,15.8887060803629 50.389108991934,15.8850530698746 50.3850303425737,15.8618884183045 50.3783766974581,15.8545244294058 50.3693968603421,15.835684664817 50.3610368840788,15.8107800575566 50.3609157126303,15.792304344118 50.358339736348,15.7926680054067 50.3553321123512,15.7990654343247 50.3467520184871,15.7841438103881 50.3503593518266,15.7460668621259 50.3404971210491,15.740541505968 50.3396674773468,15.7366937591478 50.344843173276,15.7282039232761 50.3462271438263,15.7220344653886 50.3591207288721,15.7173287361235 50.3773857152839,15.7147659081807 50.3883920006671,15.7162820749157 50.3906279938243,15.7203054671141 50.3914181878463,15.7246691346081 50.4027074116637,15.6979008655501 50.4137528855306,15.6904303800182 50.4197656296071,15.687810134667 50.4299787354865,15.6875207562912 50.4354672169504,15.6904486592937 50.4401563642435,15.6907640046061 50.4433296890953,15.6745009099463 50.4487091908413,15.6496642312252 50.4526256246628,15.6450845567588 50.4576100669375,15.6457376962358 50.4605241198337,15.6443656432754 50.4611155787485,15.6421091364025 50.4637746384697,15.6415752146517 50.4664219707727,15.6432823392155 50.4719547053558,15.6451359176998 50.474361805679,15.6471570127723 50.4752670561179,15.6496258061108 50.4750898750296,15.6546270944871 50.4772734021326,15.6538188345149 50.4910215773254,15.6502452616123 50.4940179852674,15.6331246358808 50.496532924287,15.5980203924477 50.5049451305861,15.5948986987235 50.5097433009029,15.5863168945548 50.5143219781827,15.6115269655979 50.5218202060986)))
5204;Hořice;CZ052;Královéhradecký;572926;29;MULTIPOLYGON(((15.6457376962358 50.4605241198337,15.6450845567588 50.4576100669375,15.6496642312252 50.4526256246628,15.6745009099463 50.4487091908413,15.6907640046061 50.4433296890953,15.6904486592937 50.4401563642435,15.6875207562912 50.4354672169504,15.687810134667 50.4299787354865,15.6904303800182 50.4197656296071,15.6979008655501 50.4137528855306,15.7246691346081 50.4027074116637,15.7203054671141 50.3914181878463,15.7162820749157 50.3906279938243,15.7147659081807 50.3883920006671,15.7173287361235 50.3773857152839,15.7220344653886 50.3591207288721,15.7282039232761 50.3462271438263,15.7366937591478 50.344843173276,15.740541505968 50.3396674773468,15.7334233528016 50.3223255731831,15.7263006683202 50.3211659952161,15.7021881621865 50.3218786068141,15.6934468451556 50.323180713652,15.6657588046883 50.3222031997189,15.6398997271092 50.3151122868555,15.6273465291756 50.3081987231185,15.6148638937416 50.2967342607101,15.6147807139054 50.2947452912684,15.6109358927264 50.2942937575755,15.6050896616377 50.2947791020752,15.5924063633466 50.2981073662247,15.5917511678193 50.2993692113564,15.5672561542219 50.3085198842774,15.5483090835331 50.319820024499,15.5404647102741 50.3276335961379,15.5368194891564 50.3353470085738,15.5216101822789 50.3398622196007,15.5184815850624 50.3402437901416,15.5168235208518 50.3394795316592,15.5164018834664 50.3415849962156,15.5127864838313 50.342632780736,15.5030925789626 50.3362917461159,15.5033651973162 50.3272263080338,15.5023182768775 50.324881091812,15.4930737838398 50.3176245146822,15.4735369625251 50.3267677274647,15.4712157756374 50.3292711502108,15.468382490348 50.334338734959,15.4596229209913 50.3437274690631,15.4596329402396 50.3610877134395,15.4742294407708 50.3699564634383,15.4810210481138 50.3783298726555,15.4843233779327 50.3841295839659,15.4962557745303 50.3982195769432,15.5063461513306 50.4010298870278,15.5105525279443 50.4010137086509,15.5263740661257 50.3988587561592,15.5661889545046 50.3896329098066,15.5725520961263 50.3890524737007,15.5772122523211 50.3898703392068,15.5874212790422 50.399552721329,15.5832688229174 50.4054869045669,15.5880441728466 50.4135702829877,15.6100275380766 50.4120432465909,15.6124854909898 50.4135787112765,15.6195430177905 50.4219510040037,15.6212561818988 50.4309312736333,15.6168268826248 50.4387177115715,15.6187622657016 50.4429092548077,15.6208392278662 50.4548904413457,15.6231366113526 50.4549361486252,15.6263097113472 50.4520467106475,15.6443656432754 50.4611155787485,15.6457376962358 50.4605241198337)))
5205;Hradec Králové;CZ052;Královéhradecký;569810;81;MULTIPOLYGON(((15.7841438103881 50.3503593518266,15.7990654343247 50.3467520184871,15.8072511248544 50.3417869565279,15.8333818288192 50.3377178425921,15.8533362358953 50.326737640185,15.8642696775749 50.3319452098718,15.8681258915153 50.3318835816537,15.8742165882947 50.3303637270164,15.8762811892352 50.3296499899501,15.8758446517204 50.3277795395183,15.8798977345465 50.327093237761,15.8818566010299 50.3271033073832,15.8854996167729 50.3286274590489,15.8866746680961 50.3193734007467,15.8854731343899 50.315153149198,15.8814274452796 50.3080493562574,15.8842661344179 50.3028517659286,15.90186735084 50.2997121861413,15.9440678049112 50.3003489238018,15.9499874116223 50.3013852531969,15.952154086829 50.3028246725331,15.9538084209188 50.3072085950284,15.9576344986842 50.3092218782357,15.9600390124994 50.3094637891696,15.9652468347913 50.3075468043988,15.9703779502417 50.3022938808185,15.9880272580554 50.2731269971626,15.9905648306922 50.2707485605391,15.9961094205268 50.2672633389672,16.020651134198 50.2618038061704,16.0211818201564 50.2517094938179,16.0360588318018 50.2407219491203,16.0634913606804 50.2282227299145,16.0635743434856 50.2228205967852,16.0594451871467 50.2056806245,16.0518546171791 50.1965903825366,16.0215638894774 50.1992823189951,16.0151588308977 50.1980975115078,15.992540684159 50.1775527976035,15.9922214222362 50.1573748270753,15.9641431638585 50.1577810084657,15.941210275416 50.1601960785322,15.9311630932053 50.1657223427019,15.9222701921889 50.1700921988219,15.9170490368835 50.1706923373018,15.8877968674146 50.1624627642469,15.8873028126166 50.1471474251186,15.8700648000755 50.147382985892,15.8525934231649 50.1476536107213,15.8522556825875 50.1397437964924,15.8413010346209 50.1326243001765,15.8345075190638 50.1317305408219,15.8164565446743 50.1359948871386,15.8047645378897 50.1412830935279,15.803015678382 50.1448880232073,15.8044104308768 50.1519533027819,15.8072680168273 50.1569173600328,15.8005343257844 50.1627391720057,15.7923079731863 50.1679662839781,15.7884933974521 50.1685755359759,15.7843155734648 50.1705443265109,15.7813715227375 50.1737056161718,15.776214565508 50.1756602507008,15.7711509792835 50.1729940160701,15.766667847996 50.1673836270048,15.7561797345756 50.1685260876989,15.7546696732639 50.1638246483476,15.7459145212578 50.1645102053683,15.7403986067754 50.1611009083979,15.7395286959853 50.1546287070477,15.7439382451244 50.1542759136406,15.7404999641044 50.1436339921863,15.7389236972792 50.1416394205995,15.7249872618179 50.1367113040842,15.7139169371862 50.1388916506802,15.7001598875156 50.1374999946933,15.6936343634974 50.1322724078799,15.6922789694906 50.1300639138653,15.6935626728192 50.1287025826084,15.6897089682061 50.1257079119248,15.678512938733 50.1258809311348,15.6764328035425 50.1265071701402,15.6667225773356 50.1306535688865,15.6484505547346 50.1404683187586,15.6466353615306 50.137561843741,15.6152053952037 50.1363878159384,15.5956314733287 50.1341710509048,15.5856142378365 50.1340940791994,15.580589056804 50.136692807499,15.5806160344815 50.1409992003265,15.5653527084355 50.1461359241039,15.5337345514972 50.140178360161,15.5214303502338 50.1350292688418,15.5193524587946 50.1292944093238,15.5194626886611 50.1233176159016,15.5222370470684 50.1166442747235,15.5174683511683 50.1193952726149,15.5081527091628 50.1137769209704,15.4887304047978 50.1104659576822,15.4724231964385 50.1010370426279,15.452136641019 50.0953065052942,15.4373798421839 50.1098874606916,15.4348982615093 50.115238969135,15.4457394710642 50.1215593631424,15.4476134733411 50.1247653855794,15.4140556022888 50.1359431980287,15.4048193769321 50.1358341537117,15.381873206393 50.1455550974363,15.3762923429957 50.1458457885139,15.3697788414452 50.1440212302364,15.364894247393 50.1436393490881,15.3486948236312 50.1448007215245,15.3484863657883 50.1458054855038,15.360081646037 50.1481375479937,15.3740024123001 50.1557789664979,15.3749478332095 50.1589729927383,15.3630509048612 50.1626336797026,15.3888593783294 50.1841003563016,15.3930642040382 50.1922579209355,15.3974427984468 50.1978517155733,15.4074667612341 50.1978736111698,15.4139766802207 50.1967629865389,15.4483787330524 50.1859605418814,15.4562752061538 50.1814498539736,15.4625573553517 50.1753412010323,15.5016754960588 50.173867530153,15.5153239508762 50.1791164694292,15.5168612166493 50.1822643269113,15.515182606949 50.1830149912153,15.5168396471305 50.1900456897243,15.5319289092854 50.1972196899965,15.5334615485558 50.1973426887492,15.5670410417878 50.1902532354933,15.5859804395366 50.1835087462784,15.5925412054866 50.1838942102876,15.6020377948166 50.203160778782,15.5894456635796 50.2081956330345,15.5854877833168 50.2187975382694,15.5882378676912 50.2247228235926,15.5922859716354 50.22619313567,15.5960485082328 50.2336428044815,15.600522639519 50.2448033584521,15.6013878734662 50.2560683090053,15.5779866604171 50.2643646815502,15.5767098353179 50.2722801593991,15.5800993744113 50.2760423808589,15.5894419908028 50.2756834280628,15.607211717182 50.2766500605976,15.6182499761147 50.2812295399089,15.6180729022267 50.2841677361466,15.6128748337872 50.2906657074291,15.6129711532749 50.2935804461456,15.6147807139054 50.2947452912684,15.6148638937416 50.2967342607101,15.6273465291756 50.3081987231185,15.6398997271092 50.3151122868555,15.6657588046883 50.3222031997189,15.6934468451556 50.323180713652,15.7021881621865 50.3218786068141,15.7263006683202 50.3211659952161,15.7334233528016 50.3223255731831,15.740541505968 50.3396674773468,15.7460668621259 50.3404971210491,15.7841438103881 50.3503593518266)))
